headlines,terms,dates,scores
gordon brown considers legal action against iceland,legislation,2008-10-09,2
"zimbabwe's inflation rate surges to 231,000,000%",legislation,2008-10-09,2
"kinder, gentler account control in windows 7",control,2008-10-09,2
"police control room 'in chaos' on day of de menezes shooting, inquest told",control,2008-10-09,1
"police control room 'in chaos' on day of de menezes shooting, inquest told",shooting,2008-10-09,1
check out the new trailer for oliver stone's w,check,2008-10-09,2
check out the new trailer for oliver stone's w,law,2008-10-09,2
"are charles saatchi and nigel lawson related, by any chance?",law,2008-10-09,2
"rhys jones murder accused covered tracks after shooting, court hears",shooting,2008-10-09,1
the curse of roanoke won't hold bill clinton back,background,2008-10-09,1
foxx and darabont set to join forces for law abiding citizen,law,2008-10-09,2
cat on a hot tin roof,shooting,2008-10-10,2
the only thing we have to fear is not feeling fearful enough,shooting,2008-10-10,1
flight of the kiwis could leave world game grounded,background,2008-10-10,1
"comedy preview: stephen k amos, brighton",background,2008-10-10,2
"comedy preview: stephen k amos, brighton",check,2008-10-10,2
shot barrister's case throws spotlight on gun police,gun,2008-10-10,2
"accused teenager admitted shooting rhys jones, court hears",shooting,2008-10-10,1
markets crash: how panic spread around the globe,background,2008-10-10,2
"police inquiry into barrister shooting is lawful, says judge",shooting,2008-10-10,2
"police inquiry into barrister shooting is lawful, says judge",law,2008-10-10,2
sharp-shooting scunthorpe take over at the top,shooting,2008-10-11,1
election pendulum swings back to obama in ohio's dying downtowns,background,2008-10-11,2
what marilyn monroe's mother-in-law really thought,law,2008-10-11,1
palin fights back after troopergate judgment,background,2008-10-11,2
brown under pressure as lords prepares to reject 42-day law,law,2008-10-12,2
bellamy back with no bang and vows to sharpen his shooting,background,2008-10-12,1
bellamy back with no bang and vows to sharpen his shooting,shooting,2008-10-12,1
afghanistan's best hope is for controlled warlordism,control,2008-10-12,3
la clique,law,2008-10-12,2
la clique,legislation,2008-10-12,2
don't worry about inflation,legislation,2008-10-12,1
"homelessness, the economic crisis and voting",shooting,2008-10-12,2
remote control,control,2008-10-13,2
officer admits deleting part of record of events before tube shooting,shooting,2008-10-13,2
spinning out of control,control,2008-10-13,2
chapple steps up after law is shown the door,law,2008-10-13,2
teenager tells rhys jones jury of shouts after shooting,shooting,2008-10-13,2
why i will vote against the 42-day law,law,2008-10-13,2
lancashire axe law and appoint chapple as captain,law,2008-10-13,2
first look at downey jr and jude law as holmes and watson,law,2008-10-13,2
limited options for latino voters,legislation,2008-10-13,2
richards shuns role in world cup bid,control,2008-10-14,2
government drops second controversial proposal in terror bill,control,2008-10-14,1
scrapping sats for 14-year-olds: the background,background,2008-10-14,2
rhys jones trial: 14-year-old witness describes hooded gunman on bmx bike,gun,2008-10-14,2
42-day detention: good day to bury bad laws,law,2008-10-14,1
new york's law chief shoots down aig junkets,law,2008-10-15,2
new york's law chief shoots down aig junkets,shooting,2008-10-15,2
just what are madonna's gun heels saying?,gun,2008-10-15,2
grim economic data delivers reality check,check,2008-10-15,2
implant allows monkeys to move paralysed limbs by mind control,control,2008-10-15,2
branagh pulls out of directing jude law in hamlet,law,2008-10-15,2
"boy saw gunman fire shots, rhys jones murder trial hears",gun,2008-10-15,2
ricky gervais: 'i took all my money out of the bank today and i bought a gun',gun,2008-10-15,2
guilty of murder: man who set up shooting from prison cell,shooting,2008-10-16,2
can you get the taxes back on unused airline tickets?,background,2008-10-16,2
colombian art: back from the brink,background,2008-10-16,2
britons who have fallen foul of the law in dubai,law,2008-10-16,2
bring back bonds,background,2008-10-16,2
"obama v mccain, round three",background,2008-10-16,2
new abortion law storm as mps get free vote on easing restrictions,law,2008-10-17,2
"seven shootings, one murder - the grisly history of a pistol known as exhibit rs1",shooting,2008-10-17,1
deposed top bankers face long wait to get back in the boardroom,background,2008-10-17,1
moyes reveals why he delayed new contract: fear of losing control,control,2008-10-17,1
a week when the banking system was pulled back from the brink,background,2008-10-17,2
daily mail md zitter gets expanded role,control,2008-10-17,2
looking back in regret at winstanley,background,2008-10-17,2
lawyers swoop on financial carrion,law,2008-10-17,2
internet police catching up with outlaws,law,2008-10-17,2
david cameron is back - but he's storing up trouble for himself with this speech,background,2008-10-17,2
stephen carter to prepare uk digital action plan,legislation,2008-10-17,2
lost genius of rap back from the shadows,background,2008-10-18,2
"they shoot squirrels, don't they?",shooting,2008-10-18,1
ask tom,automatic,2008-10-18,2
police appeal for witnesses after man dies in south london shooting,shooting,2008-10-18,1
ganguly century puts india in control,control,2008-10-18,2
flawless hamilton's cruise to victory provides the perfect riposte,law,2008-10-19,3
wartime machine gun may have downed hercules,gun,2008-10-19,1
ing bank accepts €10bn dutch cash injection,shooting,2008-10-19,2
back to the future,background,2008-10-19,2
hopkins rolls back the years to crush pavlik,background,2008-10-19,1
harman to block commons votes on liberalising abortion laws,law,2008-10-20,2
biting back at oliver's empire,background,2008-10-20,2
back to school,background,2008-10-20,2
peter mandelson to face mps over controversial proposals,control,2008-10-20,1
'obama is a liar' - gun owners sound off,gun,2008-10-20,2
'obama is a liar' - gun owners sound off,gun,2008-10-20,2
"russia, iran and qatar announce cartel that will control 60% of world's gas supplies",control,2008-10-21,2
in praise of ... lawrence lessig,law,2008-10-21,2
is personalisation a threat to the quality of care services?,legislation,2008-10-21,2
the law on overseas donations,law,2008-10-21,2
change the law on party funding,law,2008-10-21,2
gourcuff gives reason to cheer as booing takes centre stage,shooting,2008-10-21,3
financial crisis: action taken by central banks and governments,legislation,2008-10-21,2
"evicted chagos islanders have no right to return home, law lords rule",law,2008-10-22,1
more parents use lawyers to secure school places,law,2008-10-22,1
the great green electricity con,control,2008-10-22,2
i capuleti e i montecchi,legislation,2008-10-22,2
i capuleti e i montecchi,check,2008-10-22,2
i capuleti e i montecchi,semi,2008-10-22,2
un and wal-mart highlight china food safety concerns,gun,2008-10-22,3
un and wal-mart highlight china food safety concerns,background,2008-10-22,3
newspaper distributors to keep opt-out from competition law,law,2008-10-22,2
la diary: maconie's list - the play!,law,2008-10-22,2
la diary: maconie's list - the play!,legislation,2008-10-22,2
turning back the clock,background,2008-10-22,2
yemen urged to investigate hundreds of cases of unlawful detention,law,2008-10-23,1
revealed: the leftist plot to control the white house,control,2008-10-23,2
salvation remains elusive for hapless tottenham against udinese,legislation,2008-10-23,2
us election: the leftist plot to control the white house,control,2008-10-23,2
"sharia law incompatible with human rights legislation, lords say",law,2008-10-23,2
"sharia law incompatible with human rights legislation, lords say",legislation,2008-10-23,2
in their eyes: jacob lawrence's paintings of america's great migration,law,2008-10-23,2
us election: indiana judge rules against closing early voting sites,shooting,2008-10-23,2
background: the grayrigg derailment,background,2008-10-23,2
artists beginning with b,background,2008-10-24,2
smoking gun,gun,2008-10-24,2
o'neill to check claims carew partied on eve of villa match,check,2008-10-24,3
should clooney and co save it for the movies?,control,2008-10-24,2
labour is back on the attack,background,2008-10-24,1
survivors of the 'mouth of hell' back with tales of a deadly tour of duty,background,2008-10-25,3
new laws on porn 'will criminalise thousands',law,2008-10-25,2
fellaini header keeps united in check,check,2008-10-25,2
jennifer hudson's mother and brother believed dead in double shooting,shooting,2008-10-25,1
the clean air act: jump-starting climate action,legislation,2008-10-27,3
redknapp admits desire to bring defoe back to tottenham,background,2008-10-27,2
the long arm of the law,law,2008-10-27,2
niger slavery: background,background,2008-10-27,2
arkansas campus shooting kills two,shooting,2008-10-27,1
it's too easy to buy a gun,gun,2008-10-27,1
back to the land – again,background,2008-10-27,2
artists beginning with c (part two),control,2008-10-27,2
artists beginning with c (part two),background,2008-10-27,2
artists beginning with c (part two),check,2008-10-27,2
artists beginning with c (part two),automatic,2008-10-27,2
artists beginning with g (part one),gun,2008-10-27,2
artists beginning with g (part one),legislation,2008-10-27,2
artists beginning with g (part one),background,2008-10-27,2
artists beginning with g (part one),shooting,2008-10-27,2
carew back in good books as villa stroll on,background,2008-10-27,2
fed expected to lead round of rate cuts,background,2008-10-27,3
the law: turnstile terms,law,2008-10-27,2
exiles galvanised by fly geraghty and take aim at semi-final place,semi,2008-10-27,2
the longer arm of the law,law,2008-10-27,2
the bonnets are back,background,2008-10-27,2
the fat lady has not begun to sing,gun,2008-10-28,1
"shooting first, talking later",shooting,2008-10-28,2
assisted dying laws do not always protect the vulnerable,law,2008-10-28,2
vw shares up 147% as result of porsche move to seize control,control,2008-10-28,2
do the tribes really need more guns?,gun,2008-10-29,2
police marksmen shoot man dead in essex,shooting,2008-10-29,2
lufthansa takes control of britain's bmi,control,2008-10-29,2
"microsoft, google and yahoo pledge to protect internet freedoms around world",background,2008-10-29,2
controlling the final chapter,control,2008-10-29,2
jeff ford going back to channel five,background,2008-10-29,2
what the law says on assisted suicide,law,2008-10-29,1
artists beginning with r (part one),control,2008-10-29,2
artists beginning with r (part one),background,2008-10-29,2
tom megahy,automatic,2008-10-29,2
flawed plans,law,2008-10-29,2
the man behind the man: obama and the aide who makes his campaign tick,automatic,2008-10-29,2
this inhuman law,law,2008-10-29,1
jury shown picture of gun allegedly used to kill rhys jones,gun,2008-10-29,2
iraq rebukes us for commando raid as syria appeals to un,gun,2008-10-29,2
iraq rebukes us for commando raid as syria appeals to un,background,2008-10-29,2
lewis carnie to stand in as radio 2 controller after sachsgate resignation,control,2008-10-30,2
us election: lawyers arrive in florida for potential post-election fight,law,2008-10-30,2
back to the future in the caspian corridor,background,2008-10-30,2
get back to the basics,background,2008-10-30,2
nine dead in congo after panic and looting break out,shooting,2008-10-30,1
tom clancy's endwar,automatic,2008-10-30,2
berbatov dazzles for united to help ronaldo strike back,background,2008-10-30,2
lufthansa takes control of bmi,control,2008-10-30,2
police kill man brandishing gun after row with girlfriend,gun,2008-10-30,2
artists beginning with r (part two),control,2008-10-30,2
artists beginning with r (part two),background,2008-10-30,2
no turning back,background,2008-10-31,1
rock & pop review: girls aloud: out of control,control,2008-10-31,2
levy claims ramos had lost control of dressing room,control,2008-10-31,2
"the bush gang's parting gift: a final, frantic looting of public wealth",shooting,2008-10-31,3
investors want rules to claw back excessive executive bonuses,law,2008-10-31,2
investors want rules to claw back excessive executive bonuses,background,2008-10-31,2
hanging chad guy leads army of lawyers in florida,law,2008-10-31,2
us lawyer driving the turnaround on the tube,law,2008-10-31,2
"police gave no warning before de menezes shooting, say witnesses",shooting,2008-10-31,2
"""make sure you double-check...""",check,2008-11-01,2
on trend? check,check,2008-11-01,2
the law of dying,law,2008-11-01,1
underdog snaps and snarls as he enters the final round,background,2008-11-01,1
sunday pundit roundup,background,2008-11-02,2
la traviata,law,2008-11-02,2
la traviata,legislation,2008-11-02,2
this week's cd review roundup,background,2008-11-02,2
global pile-up ahead as us auto industry loses its drive,automatic,2008-11-02,2
mp attempts to stop un job for iraq war lawyer,gun,2008-11-02,2
mp attempts to stop un job for iraq war lawyer,background,2008-11-02,2
mp attempts to stop un job for iraq war lawyer,law,2008-11-02,2
shooting shoulder to shoulder with capa,shooting,2008-11-02,1
a nation could be on the verge of its mandela moment,legislation,2008-11-02,2
the urban-rural coalition in action,legislation,2008-11-03,2
newspaper society calls in lawyers over bbc's local news plans,law,2008-11-03,2
stephen poliakoff shoots first feature film in a decade,shooting,2008-11-03,2
de menezes police 'out of control',control,2008-11-03,2
doubters wrong to round on glock for 'gifting' hamilton the f1 title,background,2008-11-03,1
gunmen kidnap french aid worker in kabul,gun,2008-11-03,2
one nation under secularism,legislation,2008-11-03,2
"mental illness, the law and rudeness",law,2008-11-03,2
a kafkaesque excuse for ignorance of the law,law,2008-11-03,1
hooked on gun-toting bloggers,gun,2008-11-03,3
rebel mps join union bid to overturn thatcher laws,law,2008-11-04,2
france votes for 'three strikes' filesharing law,law,2008-11-04,2
gps get £100 for checks on people with learning difficulties,check,2008-11-04,2
un drone inquiry,gun,2008-11-04,2
un drone inquiry,background,2008-11-04,2
over half state schools breach admission laws,law,2008-11-04,2
