headlines,terms,dates,scores
klinsmann insists he wasn't jockeying for bradley's us job: 'it simply isn't true',job,2016-10-11,1
iran football fans asked to wear black for game clashing with religious event,black,2016-10-11,1
uncut funk: the internet's funkiest museum of black culture,black,2016-10-11,2
issa rae: from awkward black girl to hbo star,black,2016-10-11,2
take back control? our border force is in no fit state to do its job,race,2016-10-11,2
take back control? our border force is in no fit state to do its job,job,2016-10-11,2
indian summers or strictly? race divide in tv viewing habits revealed,race,2016-10-12,2
gareth southgate’s stock soars at fa over full-time england job,job,2016-10-12,3
education should be about more than just job prospects,job,2016-10-12,2
"austin police use force more often in black and hispanic areas, study finds",race,2016-10-12,2
"austin police use force more often in black and hispanic areas, study finds",black,2016-10-12,2
"parker posey: 'every time i do something, i worry it's my last job'",job,2016-10-12,1
gordon strachan owes it to scotland to step down from his job,job,2016-10-12,1
former solicitor general criticises george brandis' rules for the job,job,2016-10-12,2
"donald trump's comments described sexual assault, white house says – as it happened",white,2016-10-12,1
black mist burnt country review – exhibition covers devastation of nuclear war,black,2016-10-12,1
delta accused of 'blatant discrimination' by black doctor after incident on flight,discrimination,2016-10-13,1
delta accused of 'blatant discrimination' by black doctor after incident on flight,black,2016-10-13,1
xylouris white: black peak review – excellent second album from unique duo,white,2016-10-13,3
xylouris white: black peak review – excellent second album from unique duo,black,2016-10-13,3
black films matter – how african american cinema fought back against hollywood,black,2016-10-13,2
poll finds most australians believe job security and wage disparity are getting worse,job,2016-10-13,1
"students expelled after facebook group calls for 'execution' of jews, black people",black,2016-10-14,2
black female doctors like tamika cross face prejudice everywhere,black,2016-10-14,1
"trump, gorillas and white elephants",white,2016-10-14,2
"fifty years since the black panthers formed, here’s what black lives matter can learn",black,2016-10-14,2
"fifty years since the black panthers formed, here’s what black lives matter can learn",black,2016-10-14,2
black actors are too often overlooked. it’s even worse for other ethnic minorities,black,2016-10-14,1
bob dylan's nobel prize isn't radical. he's just another white male writer,white,2016-10-14,1
my daughter's job at the probation service has become unbearable,job,2016-10-14,1
mark cavendish looks strong for second world road race championship,race,2016-10-15,2
amalie dideriksen wins women's world road race – as it happened!,race,2016-10-15,2
bradley wright-phillips and david villa in two-horse race for mls mvp,race,2016-10-15,1
my kids are more important than my career – so to hell  with the job,job,2016-10-15,1
"'name blind' job applications needed to stop bias, says cbi",job,2016-10-16,1
tesco workers take company to court over alleged discrimination,discrimination,2016-10-16,2
peter sagan wins men's world road race – as it happened,race,2016-10-16,1
peter sagan beats mark cavendish to the line to win road race world title,race,2016-10-16,3
'i love the poorly educated': why white college graduates are deserting trump,white,2016-10-16,2
one night in miami review – a crucible moment for black america,unemployment,2016-10-16,2
one night in miami review – a crucible moment for black america,black,2016-10-16,2
head of police chief group regrets law enforcement's role in black oppression,black,2016-10-17,2
"the week's best tv: rocky horror, crazy ex-girlfriend and black mirror",black,2016-10-17,3
"lgbt people face discrimination over domestic violence claims, report finds",discrimination,2016-10-18,1
barack obama aces mock job interview with stephen colbert,job,2016-10-18,2
insecure lets black women watch ourselves on tv – at last,black,2016-10-18,2
don delillo's white noise to be adapted for film,white,2016-10-18,2
"'wrong' for a white man to direct new mulan film, say fans",white,2016-10-18,1
"for a smart team, the steelers do a fine job of wasting a talented roster",job,2016-10-18,3
zuckerberg: white male facebook board member's trump support provides 'diversity',white,2016-10-19,2
barack obama reflects on presidency at final white house state dinner,white,2016-10-19,2
remy gardner to race in australian gp despite japan detention,race,2016-10-19,1
bonnie greer: 'black lives matter is a big fail for my generation',black,2016-10-19,2
"'i am young, i am gay, i am black,' says chansey paech to nt parliament",black,2016-10-19,1
"'i am young, i am gay, i am black,' says chansey paech to nt parliament",unemployment,2016-10-19,1
sidney poitier's mister tibbs voted best performance by black actor in public poll,black,2016-10-20,3
two white men in the media lost their jobs. sound the alarm,white,2016-10-20,1
two white men in the media lost their jobs. sound the alarm,unemployment,2016-10-20,1
two white men in the media lost their jobs. sound the alarm,job,2016-10-20,1
i quit! share your job resignation stories,job,2016-10-20,2
manchester united’s josé mourinho predicts a three-horse race for title,race,2016-10-21,2
real life has turned into a remake of the italian job,job,2016-10-21,2
bodybuilder's race hate claim against bbc investigated by police,race,2016-10-21,1
black mirror review – this nightmare sterile world is only five minutes away,black,2016-10-21,1
why should we trust you? clinton's big problem with young black americans,black,2016-10-21,2
how to get a job in elite sports,job,2016-10-21,2
how has black people’s representation changed in the last 10 years?,black,2016-10-22,1
"eric underwood: ‘i was told, you’re black, wear black ballet shoes’",black,2016-10-22,2
"eric underwood: ‘i was told, you’re black, wear black ballet shoes’",black,2016-10-22,2
svetlana kuznetsova edges out johanna konta in race for wta finals,race,2016-10-22,2
"universities do not challenge racism, says uk's first black studies professor",black,2016-10-23,1
the week in tv: panorama: paxman on trump v clinton: divided america; black-ish; tutankhamun; him – review,black,2016-10-23,2
survey: 41% of young women expect to face discrimination at work,discrimination,2016-10-24,2
how the unemployment rate hides what is happening in the economy,unemployment,2016-10-24,1
how britain’s black miners are reclaiming their place in history,black,2016-10-24,2
"the met ball for 2017? lumps, bumps and black thanks to rei kawakubo",black,2016-10-24,2
‘mothers of the movement’ team with hillary clinton in bid for black vote,black,2016-10-24,2
strictly come dancing: ed balls is on to a winner. everyone loves a botch job,job,2016-10-24,3
australian army vetoes plans for black-tie dinner at men's club in perth,black,2016-10-24,2
i want to leave my recruitment job but i am told i am 'too nice' – what should i do?,job,2016-10-24,1
philip hammond could face £84bn black hole following brexit vote,black,2016-10-25,1
mark carney: politics won't affect how long i stay in my job,job,2016-10-25,1
reflections on black mirror – by those for whom science fiction became reality,black,2016-10-25,2
i’m white and working class. i’m sick of brexiters saying they speak for me,white,2016-10-25,2
"press regulation, itv job cuts, poldark sex row",job,2016-10-25,2
donald trump lends name to new hotel so near – and so far from – white house,white,2016-10-26,1
little progress on uk gender pay gap; £84bn brexit black hole warning – as it happened,black,2016-10-26,1
our church's black lives matter banner was torn down – now we know why,black,2016-10-26,1
the night i talked blue meth with walter white,white,2016-10-26,2
student union promotes black history month with zayn malik picture,black,2016-10-26,2
youtube stars the sidemen are frontrunners in race for christmas books no 1,race,2016-10-26,1
has a black mirror episode predicted the future of video games?,black,2016-10-26,2
canada urged to quell discrimination against women after fall in un ranking,discrimination,2016-10-26,2
canada urged to quell discrimination against women after fall in un ranking,unemployment,2016-10-26,2
the sporkful: does your race affect the restaurant you choose?,race,2016-10-27,2
white and rich – the justice system gives you a pass. what about everyone else?,white,2016-10-27,3
'i've no idea if the lie or the truth got me hired': your job application fibs,job,2016-10-27,1
kerry james marshall: mastry exhibition review – a sumptuous symphony in black,black,2016-10-28,3
the guardian view on big data: segmentation feeds discrimination,discrimination,2016-10-28,2
lily allen says black-cab driver told her: 'find an immigrant to drive you',black,2016-10-28,1
michael white reflects on 45 years as a guardian journalist,white,2016-10-28,2
"broaden free speech debate beyond racial discrimination act, says liberal senator",discrimination,2016-10-28,2
black mirror is an urgent reminder of the fatal consequences of empathy loss,black,2016-10-28,2
the week in tv: the young pope; black mirror; the great british bake off – review,black,2016-10-29,2
anthony weiner takes center stage in presidential race about men's sex lives,race,2016-10-29,2
how the oregon militia acquittals reflect the appeal of white nationalist agitators,white,2016-10-29,2
"moonlight portrays black gay life in its joy, sadness and complexity",black,2016-10-29,3
i worked in local government – show me a robot that could do my job better,job,2016-10-29,3
tory councils warn of £600m black hole after demise of education bill,black,2016-10-30,1
seth meyers on trump the candidate: 'i think he knows he'd hate the job',job,2016-10-30,1
iceland election: tight race to form government as counting begins,race,2016-10-30,2
study: uber and lyft have ‘pattern of discrimination’ against black passengers,discrimination,2016-10-31,2
study: uber and lyft have ‘pattern of discrimination’ against black passengers,black,2016-10-31,2
rachel dolezal memoir to explore 'discrimination while living as black',discrimination,2016-10-31,2
rachel dolezal memoir to explore 'discrimination while living as black',black,2016-10-31,2
what you need to know for melbourne cup: five top tips for the once-a-year race enthusiast,race,2016-10-31,2
from black mirror to body melt: the best film and tv new to australian streaming services this month,black,2016-10-31,3
five things we know with two races remaining in f1 title race,race,2016-10-31,2
five things we know with two races remaining in f1 title race,race,2016-10-31,2
disney plans to make live-action snow white remake of classic film,white,2016-10-31,3
white house questions comey's intentions in clinton email investigation,white,2016-10-31,2
unemployment programs might give the government a nice feeling but they're fatally flawed,unemployment,2016-10-31,1
josé manuel barroso cleared of ethics breach over goldman sachs job,job,2016-10-31,2
"interview with a bookstore: white square, a little paris in the pioneer valley",white,2016-10-31,2
cheltenham november meeting cross-country race under threat after dry spell,race,2016-10-31,2
only one job advertised for every six low-skilled jobseekers – report,job,2016-10-31,1
only one job advertised for every six low-skilled jobseekers – report,job,2016-10-31,1
"mark carney's critics must let him do his job, says virgin money chief",job,2016-11-01,2
"the race that stops the territory: crocodiles, cane toads and a lightning strike",race,2016-11-01,2
white nationalist halts robocall saying evan mcmullin is 'closeted homosexual',white,2016-11-02,2
"abbott wants to be indigenous affairs minister? well, he ain’t qualified for the job",job,2016-11-02,2
danny willett hopes turkish open can help rekindle his race to dubai tilt,race,2016-11-02,2
"lionel morrison, a tireless activist for black journalists",black,2016-11-02,2
"boardrooms at britain's top companies are too white, review finds",white,2016-11-02,1
"moonlight deserves oscar buzz, but it can't be this year's token black film",black,2016-11-02,1
looking for a teaching job? here's how to avoid a dysfunctional school,job,2016-11-02,2
"press regulation, job cuts at thomson reuters, gannett drops tronc bid",job,2016-11-02,1
lil wayne says black lives matter has 'nothing to do with me',black,2016-11-02,2
wednesday’s best tv: the missing; unarmed black man; this time next year,black,2016-11-02,3
the white knights review – a shrewd look at the refugee crisis,white,2016-11-03,2
labor calls on turnbull to seek assurances over andrew robb's new job,job,2016-11-03,2
how women could vote hillary clinton into the white house,white,2016-11-03,2
bill murray basks in 'beautiful' victory as obama invites cubs to white house,white,2016-11-03,3
justice movement urges black voters to oust bad prosecutors on election day,black,2016-11-03,1
unarmed black male review – the footage acts like a taser to hope itself,black,2016-11-03,2
louis smith’s ban is just a distraction from britain's real race issues,race,2016-11-03,2
lil wayne on black lives matter remark: 'apologies to anyone who was offended',black,2016-11-03,2
first uk public statues of black british people given listed status,black,2016-11-03,2
"sunderland’s recent turmoil is helping me keep job, says david moyes",job,2016-11-04,1
black magic surgeon: doctor strange brings the occult back to the big screen,black,2016-11-04,2
gareth southgate says he may reject any full-time offer of england job,job,2016-11-04,2
purging of black democrats from voter rolls raises election concerns,black,2016-11-04,2
'anti-white' graffiti in gentrifying la  neighborhood sparks hate crime debate,white,2016-11-04,1
'anti-white' graffiti in gentrifying la  neighborhood sparks hate crime debate,black,2016-11-04,1
all my sons review – miller's tale of guilt and greed behind the white picket fence,white,2016-11-04,2
"qut, racial discrimination and why the liberals' fight over 18c will lead to a sequel",discrimination,2016-11-04,2
qut computer lab racial discrimination lawsuit thrown out,discrimination,2016-11-04,2
i have a dream job but the commute is a nightmare – what should i do?,job,2016-11-04,1
four ways to get a job in advertising,job,2016-11-04,2
"google, facebook and microsoft race to get 1 billion indians online",race,2016-11-04,3
breeders' cup: beholder wins dramatic distaff race – as it happened,race,2016-11-05,2
end this misogynistic horror show. put hillary clinton in the white house,white,2016-11-06,1
time to decide: do we want biff tannen or mary tyler moore in the white house?,white,2016-11-06,2
wounded new zealand face race to regroup for ireland rematch in dublin,race,2016-11-06,2
half uk budget deficit 'is down to job destruction in older industrial areas',job,2016-11-06,1
the problem with maternity discrimination and the mumpreneur,discrimination,2016-11-06,1
common: black america again review –,,,2
a call to arms for election month,black,2016-11-06,2
"racial discrimination act change would require public support, says frydenberg",discrimination,2016-11-06,2
alicia keys: ‘i want to make sure all the issues about race are addressed’,race,2016-11-06,2
study reveals huge acceleration in erosion of england's white cliffs,white,2016-11-07,2
iain dyer says only one man can fill british cycling’s top job,job,2016-11-07,1
ti: lil wayne's black lives matter comments are unacceptable,black,2016-11-07,2
us election quiz: how much do you remember from the presidential race?,race,2016-11-07,2
how do i find a job where i won't be discriminated against?,job,2016-11-07,2
how do i find a job where i won't be discriminated against?,discrimination,2016-11-07,2
cheque processing centres to close with 600 job losses,job,2016-11-08,2
donald trump ally swears vigilante poll watchers will not target voters by race,race,2016-11-08,1
could singles day be the new black friday for british retailers?,black,2016-11-08,2
government to launch 'free speech' inquiry into section 18c of the racial discrimination act,discrimination,2016-11-08,2
