,Unnamed: 0,Unnamed: 0.1,created_at,text,id,user_id,user_loc,user_followers,user_lang,user_time_zone,retweet_count,fav_count,scores
728,228,228,Thu May 28 23:59:14 +0000 2020,"RT @JoeBiden: Today, we learned that another 2.1 million people filed for unemployment last week, bringing the total number of new claims s…",1266157114663174145,189647323,Chicago,567,,,0,0,1
729,229,229,Thu May 28 23:59:14 +0000 2020,"RT @catturd2: Speaking of election interference. 

Why is Joe Biden in my timeline -when I don’t follow him and don’t give a damn what he h…",1266157113711054848,2952812118,"Las Vegas, NV",476,,,0,0,2
730,230,230,Thu May 28 23:59:14 +0000 2020,RT @catturd2: Joe Biden farted like a mountain gorilla eating pumpkin pie on live TV - and it was more intelligent than anything that has c…,1266157113690263557,130187881,"Michigan, USA",3837,,,0,0,3
731,231,231,Thu May 28 23:59:14 +0000 2020,"RT @DavidCornDC: SCOOP: We obtained documents showing that @RudyGiuliani, a GOP fundraiser, and a cannabis entrepreneur are trying to raise…",1266157113522470912,33888038,,53,,,0,0,2
732,232,232,Thu May 28 23:59:14 +0000 2020,"@GlennLittle5 evidence that Biden was incorrect.

Basically you are insisting that I can claim that vote-by-mail is… https://t.co/igsbwzCi01",1266157113077874691,1002629947020791811,,470,,,0,0,2
733,233,233,Thu May 28 23:59:14 +0000 2020,"RT @kurteichenwald: ...Do us a favor though. Announce a Biden inquiry &amp; we'll stop withholding aid.

..Do us a favor though. End mail-in vo…",1266157112998031362,1186396906756296704,,32,,,0,0,2
734,234,234,Thu May 28 23:59:14 +0000 2020,"RT @HKrassenstein: Dear GOP

Are you ok with Trump's DOJ creating ""watch-lists"" of Twitter users based on their likes and retweets, like hi…",1266157112792506368,2980625739,Space Oddity,3866,,,0,0,3
735,235,235,Thu May 28 23:59:14 +0000 2020,RT @funder: “Trump not wearing a mask “reminds me of the guys that I grew up with playing ball. They would walk around with a ball in their…,1266157112381636608,273947658,Chicago,184,,,0,0,1
736,236,236,Thu May 28 23:59:14 +0000 2020,"@Taniel @Barbaralighteye Joe Biden should just say ""Let's legalize weed.""

It's a winning issue.",1266157111853096960,361063416,Louisiana,1361,,,0,15,2
737,237,237,Thu May 28 23:59:14 +0000 2020,"RT @ChrisMurphyCT: Last June, Trump told Chinese President Xi in a private call that he would look the other way if Xi cracked down on Hong…",1266157111622406144,908912397829771264,,4,,,0,0,1
738,238,238,Thu May 28 23:59:13 +0000 2020,RT @catturd2: Joe Biden farted like a mountain gorilla eating pumpkin pie on live TV - and it was more intelligent than anything that has c…,1266157111031074816,920843913652572160,,195,,,0,0,3
739,239,239,Thu May 28 23:59:13 +0000 2020,@AriesaSandino Take a number New Zealand ALL of our Allies think 45 is Nuts. Luckily they feel sorry for us to be u… https://t.co/RLy0X1yKqx,1266157110598959104,1830844836,"Pennsylvania, USA",15780,,,0,1,2
740,240,240,Thu May 28 23:59:13 +0000 2020,RT @nixw20: Hey guys and gals.  Trump has 80m followers on twitter.   Joe Biden has 5.6m.  Can we fix that?  @JoeBiden   #resist #Biden2020…,1266157110368362496,903010324114272256,"Maryland, USA",1670,,,0,0,2
741,241,241,Thu May 28 23:59:13 +0000 2020,"RT @ChrisMurphyCT: Last June, Trump told Chinese President Xi in a private call that he would look the other way if Xi cracked down on Hong…",1266157110250704896,1947534361,"New Mexico, USA",275,,,0,0,1
742,242,242,Thu May 28 23:59:13 +0000 2020,@Hippiesmom1964 @ProudSocialist You’ve convinced me!! Let me jump on board with Mr. “nothing will fundamentally cha… https://t.co/F4ri2Xo552,1266157109810528263,1086099895516200960,"Colorado Springs, CO",2,,,0,0,3
743,243,243,Thu May 28 23:59:13 +0000 2020,"RT @thehill: .@KimGuilfoyle: ""The Obama-Biden administration didn't do anything for this country. Why would we reward them with a second ch…",1266157109160431617,108647388,,95,,,0,0,1
744,244,244,Thu May 28 23:59:13 +0000 2020,"RT @DearAuntCrabby: Joe Biden Leads In Florida As Trump Approval Sinks

This makes Auntie smile! https://t.co/wDTc8V9KSJ",1266157108220682241,1158487846069526528,"Victoria, Australia",3430,,,0,0,3
745,245,245,Thu May 28 23:59:13 +0000 2020,"RT @JediofGallifrey: Just because the Minneapolis uprising is far more important to and impactful of society, doesn't mean i forgot joe bid…",1266157107956482048,889636502652801029,,70,,,0,0,1
746,246,246,Thu May 28 23:59:13 +0000 2020,@gatewaypundit Well there goes Amy Klobuchar's chances of being picked VP by Sleepy Creepy Joe Biden. Adios Amy!! #AmyKlobuchar,1266157107704991746,1032763300180893696,East Coast,8603,,,0,0,3
747,247,247,Thu May 28 23:59:13 +0000 2020,"RT @KyleHooten2: OMAR: “I do believe Reade.”

OMAR 24 HOURS LATER: “I will vote for him [Biden] and help him defeat Trump”https://t.co/6P9J…",1266157107646132225,790382422130958336,"California, USA",645,,,0,0,2
748,248,248,Thu May 28 23:59:13 +0000 2020,"RT @catturd2: Speaking of election interference. 

Why is Joe Biden in my timeline -when I don’t follow him and don’t give a damn what he h…",1266157107230978048,1200909533650046979,,55,,,0,0,2
749,249,249,Thu May 28 23:59:13 +0000 2020,RT @RealMiniAOC: I’m endorsing Joe Biden because he was wrong about everything before he went senile so he should be right about everything…,1266157106975121408,1216537651815374849,Chaz ,99,,,0,0,1
750,250,250,Thu May 28 23:59:12 +0000 2020,RT @IStepFunny: Biden just started his Disability Policy Briefing by telling us that everyone has a disability and that we are not defined…,1266157106543067142,508249946,,134,,,0,0,1
751,251,251,Thu May 28 23:59:12 +0000 2020,RT @catturd2: Joe Biden farted like a mountain gorilla eating pumpkin pie on live TV - and it was more intelligent than anything that has c…,1266157106329268225,1103512897504849922,"Ohio, USA",1767,,,0,0,3
752,252,252,Thu May 28 23:59:12 +0000 2020,RT @nixw20: Hey guys and gals.  Trump has 80m followers on twitter.   Joe Biden has 5.6m.  Can we fix that?  @JoeBiden   #resist #Biden2020…,1266157104563400710,2209387494,State Museum of Pennsylvania,236,,,0,0,2
753,253,253,Thu May 28 23:59:12 +0000 2020,"RT @DavidCornDC: SCOOP: We obtained documents showing that @RudyGiuliani, a GOP fundraiser, and a cannabis entrepreneur are trying to raise…",1266157104408207360,454844924,,143,,,0,0,2
754,254,254,Thu May 28 23:59:12 +0000 2020,"@lynnxe @philosophrob @kburton40 By the way. Y E S! I campaigned for Bernie, I donated to Bernie, I do the same for… https://t.co/DrCqju5rRf",1266157103535849474,1221875300683960322,,21,,,0,0,2
755,255,255,Thu May 28 23:59:12 +0000 2020,RT @catturd2: Joe Biden farted like a mountain gorilla eating pumpkin pie on live TV - and it was more intelligent than anything that has c…,1266157102885597184,1017205171128918016,Sheltered in the Storm 🇺🇸🌧,4217,,,0,0,3
756,256,256,Thu May 28 23:59:12 +0000 2020,BIDEN SNIFF NO MORE https://t.co/ljS8G44b7l,1266157102797672448,795614794267164672,,859,,,0,0,2
757,257,257,Thu May 28 23:59:11 +0000 2020,RT @ProfessorCrunk: Klobuchar can’t be Biden’s VP. Period.  https://t.co/E04wQtFQXt,1266157101232996353,234263375,☀️,331,,,0,0,2
758,258,258,Thu May 28 23:59:11 +0000 2020,RT @Toure: If Joe Biden wants to depress Black turnout he should definitely pick Amy Klobuchar so we can sit around talking about the crime…,1266157100570480646,1250422059848454144,,8,,,0,0,1
759,259,259,Thu May 28 23:59:11 +0000 2020,"RT @JoeBiden: Thirty years ago, I proudly cosponsored the landmark Americans with Disabilities Act. It was an enormous step forward, but th…",1266157100469608450,826501718288404480,"Mission Viejo, CA",1353,,,0,0,2
760,260,260,Thu May 28 23:59:11 +0000 2020,"RT @catturd2: Speaking of election interference. 

Why is Joe Biden in my timeline -when I don’t follow him and don’t give a damn what he h…",1266157099131834371,978120517445038080,,1267,,,0,0,2
761,261,261,Thu May 28 23:59:10 +0000 2020,"RT @DavidCornDC: SCOOP: We obtained documents showing that @RudyGiuliani, a GOP fundraiser, and a cannabis entrepreneur are trying to raise…",1266157097491689472,41707924,,109,,,0,0,2
762,262,262,Thu May 28 23:59:10 +0000 2020,"RT @DavidCornDC: SCOOP: We obtained documents showing that @RudyGiuliani, a GOP fundraiser, and a cannabis entrepreneur are trying to raise…",1266157095726075907,337401393,,27,,,0,0,2
763,263,263,Thu May 28 23:59:09 +0000 2020,RT @HusseinAlameh: Joe Biden: I am ready to sell you hramat firish food anything don't care https://t.co/11o9UKvUCj,1266157093251428355,822935820646699008,Lebanon,4678,,,0,0,2
764,264,264,Thu May 28 23:59:09 +0000 2020,"RT @DavidCornDC: SCOOP: We obtained documents showing that @RudyGiuliani, a GOP fundraiser, and a cannabis entrepreneur are trying to raise…",1266157092697600000,1216913649115074560,"Washington, USA",16,,,0,0,2
765,265,265,Thu May 28 23:59:09 +0000 2020,"Joe Biden, this could be your ‘Hillary Clinton emails scandal’ with the black community. The slow drip that drowns… https://t.co/EX5G9gjP3v",1266157092542562310,224892209,"Dallas, TX",710,,,0,1,1
766,266,266,Thu May 28 23:59:09 +0000 2020,"RT @BillKristol: ""I cannot support someone who believes he is above the law. I therefore have no choice but to vote for Joe Biden...I'm not…",1266157091921805312,386666276,"Austin, Texas",146,,,0,0,1
767,267,267,Thu May 28 23:59:09 +0000 2020,@JENFL23 When is it safe to say Biden is not longer viable for POTUS?,1266157091502403585,2970512211,"New Jersey, USA",121,,,0,0,2
768,268,268,Thu May 28 23:59:09 +0000 2020,RT @jackturmanIII: Joe Biden's fundraiser tonight hosted by Sen. Tammy Duckworth raised $1.6 million according to a source familiar with th…,1266157090667671553,128028443,United States,332,,,0,0,2
769,269,269,Thu May 28 23:59:08 +0000 2020,RT @newtgingrich: A new poll in the @washtimes finds that voters in nine swing states favor @realdonaldtrump over Joe Biden to hold China a…,1266157089988046848,4919388044,"Mission, British Columbia",146,,,0,0,2
770,270,270,Thu May 28 23:59:08 +0000 2020,RT @jennyrachelpal: @realDonaldTrump Our Country has just suffered through the greatest political crime in its history! Vote for Joe Biden…,1266157089673613313,1048287884678242304,,3742,,,0,0,1
771,271,271,Thu May 28 23:59:08 +0000 2020,"RT @MajorPatriot: Sure is a coincidence that two days after Joe Biden alienates the entire black community with his ""you ain't black"" remar…",1266157088151044096,1244375132774322183,"North Carolina, United States",417,,,0,0,2
772,272,272,Thu May 28 23:59:08 +0000 2020,"RT @duty2warn: In days leading to the impeachment, the media often reported he wanted Ukraine to open an investigation into Biden. No! He w…",1266157087610097666,1228436104803688451,,38,,,0,0,2
773,273,273,Thu May 28 23:59:07 +0000 2020,"RT @BillKristol: ""I cannot support someone who believes he is above the law. I therefore have no choice but to vote for Joe Biden...I'm not…",1266157083914887168,378748996,,109,,,0,0,1
774,274,274,Thu May 28 23:59:07 +0000 2020,"@TheRoninTM @Cleft_Music @brotherjones_ https://t.co/RYsueT2zVT

Dumbass",1266157083625472005,923528154689490945,In a head,5,,,0,0,2
775,275,275,Thu May 28 23:59:06 +0000 2020,"RT @davereaboi: Let’s say the Trump WH uses its intelligence agencies to target a Biden adviser with a center-left mainstream opinion. 

An…",1266157081129816065,1257947101,"Malibu, CA",1091,,,0,0,2
776,276,276,Thu May 28 23:59:06 +0000 2020,"RT @julie_kelly2: Biden, his son and plenty of campaign associates have long-standing ties to China. You know, a country that’s a legitimat…",1266157080538255360,59047876,"California, USA",177,,,0,0,2
777,277,277,Thu May 28 23:59:06 +0000 2020,"RT @jasonrantz: One of Joe Biden's VP picks... well, former VP pick.",1266157080488050688,209667075,"Lido Beach, NY",966,,,0,0,2
778,278,278,Thu May 28 23:59:06 +0000 2020,@tamylyn55 @SethAbramson Just make sure and vote Biden in November. That's my biggest concern. Then you can do stupid all you want.,1266157079665897472,848440530472058880,"Anchorage, AK",6570,,,0,0,3
779,279,279,Thu May 28 23:59:06 +0000 2020,"RT @catturd2: Speaking of election interference. 

Why is Joe Biden in my timeline -when I don’t follow him and don’t give a damn what he h…",1266157078902476801,2353757604,,377,,,0,0,2
780,280,280,Thu May 28 23:59:06 +0000 2020,RT @jsolomonReports: Former GOP Senator and Secretary of Defense Hagel says he’s backing Biden in November | Just The News https://t.co/dQQ…,1266157078428565505,1221152428101271552,,2,,,0,0,2
781,281,281,Thu May 28 23:59:06 +0000 2020,RT @JRubinBlogger: agree - have long thought naming a Cabinet now gives added incentive to get rid of Trump  https://t.co/4as1k6T2HK,1266157077690413056,328822557,,2907,,,0,0,2
782,282,282,Thu May 28 23:59:05 +0000 2020,"RT @JoeBiden: Today, we learned that another 2.1 million people filed for unemployment last week, bringing the total number of new claims s…",1266157076646178818,1198748745086754817,joebiden2020,41,,,0,0,1
783,283,283,Thu May 28 23:59:05 +0000 2020,"RT @Kegan05: Joe Biden Blasts Trump For Causing An American #Depression 

https://t.co/1HYbSS5cfS

""The reason why other countries are in a…",1266157076478394374,1001285702284439552,All Around The World,1630,,,0,0,1
784,284,284,Thu May 28 23:59:05 +0000 2020,RT @thumps3343: @mousetrouse2 @TheRightMelissa @JoeBiden https://t.co/sVutDNnbCB,1266157074146304002,3185230166,"New Jersey, USA",809,,,0,0,2
785,285,285,Thu May 28 23:59:04 +0000 2020,Where is Biden ? @prg215 @CHiPs1988 https://t.co/G3wSEZVWnh,1266157073298907136,296911459,,664,,,1,2,2
786,286,286,Thu May 28 23:59:04 +0000 2020,"RT @catturd2: Speaking of election interference. 

Why is Joe Biden in my timeline -when I don’t follow him and don’t give a damn what he h…",1266157072909025282,831873793807282176,,2698,,,0,0,2
787,287,287,Thu May 28 23:59:04 +0000 2020,"@JoeBiden 
https://t.co/hBsxvrFH3b",1266157072766337024,797428495215394816,,87,,,0,0,2
788,288,288,Thu May 28 23:59:04 +0000 2020,RT @HKrassenstein: @realDonaldTrump I’m old enough to remember when Joe Biden demanded that Trump not take China’s word for it when they sa…,1266157072611192833,61399101,South Florida,8729,,,0,0,1
789,289,289,Thu May 28 23:59:04 +0000 2020,RT @catturd2: Joe Biden farted like a mountain gorilla eating pumpkin pie on live TV - and it was more intelligent than anything that has c…,1266157072145625090,1048655515629355008,"Texas, USA",2514,,,0,0,3
790,290,290,Thu May 28 23:59:04 +0000 2020,"RT @DavidCornDC: SCOOP: We obtained documents showing that @RudyGiuliani, a GOP fundraiser, and a cannabis entrepreneur are trying to raise…",1266157071793377281,1105218433,"New Jersey, USA",85,,,0,0,2
791,291,291,Thu May 28 23:59:04 +0000 2020,"@free_bernie @Sooriclover @TheEpicDept Biden was endorsed by Freedom Rider and one of the few people who knew MLK Jr personally, John Lewis.",1266157071738695680,985283410519191552,"Clovis, CA",101,,,0,0,2
792,292,292,Thu May 28 23:59:04 +0000 2020,@CutlerRidgeLAZ Mueller told Barr that played no roll in his decision not give a final ruling. You should tip your… https://t.co/XwYnfZ5RNR,1266157071654965249,571996941,FLA ,951,,,0,0,1
793,293,293,Thu May 28 23:59:04 +0000 2020,"RT @BillKristol: ""I cannot support someone who believes he is above the law. I therefore have no choice but to vote for Joe Biden...I'm not…",1266157071461990401,1148763305722437632,,87,,,0,0,1
794,294,294,Thu May 28 23:59:03 +0000 2020,"@JoeBiden I see your dementia is acting up again Joe Biden, the 100K lives lost are not President Trump’s fault wha… https://t.co/OgYzRBSzGw",1266157067791974400,1239037292230201344,South Carolina,441,,,0,0,1
795,295,295,Thu May 28 23:59:03 +0000 2020,RT @EyesOnQ: I find the depth of brainwashing terrifying [fuelled by MSM / fakeNews] when people say they’d vote Biden even if he ate boile…,1266157066701471745,1057286587292237824,"New York, USA",22173,,,0,0,2
796,296,296,Thu May 28 23:59:03 +0000 2020,RT @IFThunder: @Jaybefaunt @amyklobuchar It's beyond lame that it takes a run for President for 💩 like Klobuchar and Joe Biden to be expose…,1266157066286178305,148501080,"Lansing, MI",3848,,,0,0,2
797,297,297,Thu May 28 23:59:03 +0000 2020,"RT @JoeBiden: Thirty years ago, I proudly cosponsored the landmark Americans with Disabilities Act. It was an enormous step forward, but th…",1266157065166176256,776788378037526529,"California, USA",5416,,,0,0,2
798,298,298,Thu May 28 23:59:02 +0000 2020,"RT @MajorPatriot: Sure is a coincidence that two days after Joe Biden alienates the entire black community with his ""you ain't black"" remar…",1266157064209956864,1015359457251950592,"Virginia, USA",2232,,,0,0,2
799,299,299,Thu May 28 23:59:02 +0000 2020,RT @Fishbones2017: Today is a perfect day to talk about Joe Biden's crime bill,1266157063203287040,2869918070,,2012,,,0,0,3
800,300,300,Thu May 28 23:59:02 +0000 2020,RT @SusanStJames3: Have any of the late night shows or SNL made fun of Biden farting on live tv? Of course not. They've never been funny.,1266157061475389444,189614610,"New York, NY",760,,,0,0,3
801,301,301,Thu May 28 23:59:01 +0000 2020,RT @JRubinBlogger: agree - have long thought naming a Cabinet now gives added incentive to get rid of Trump  https://t.co/4as1k6T2HK,1266157060711800833,825516566385094657,,209,,,0,0,2
802,302,302,Thu May 28 23:59:01 +0000 2020,RT @EyesOnQ: I find the depth of brainwashing terrifying [fuelled by MSM / fakeNews] when people say they’d vote Biden even if he ate boile…,1266157059717947393,1055405102847221760,,307,,,0,0,2
803,303,303,Thu May 28 23:59:01 +0000 2020,RT @catturd2: Joe Biden farted like a mountain gorilla eating pumpkin pie on live TV - and it was more intelligent than anything that has c…,1266157059692691459,2956748154,"Texas, USA",4153,,,0,0,3
804,304,304,Thu May 28 23:59:01 +0000 2020,"RT @JoeBiden: Thirty years ago, I proudly cosponsored the landmark Americans with Disabilities Act. It was an enormous step forward, but th…",1266157059252183040,1013949362236416002,,65,,,0,0,2
805,305,305,Thu May 28 23:59:01 +0000 2020,RT @EyesOnQ: I find the depth of brainwashing terrifying [fuelled by MSM / fakeNews] when people say they’d vote Biden even if he ate boile…,1266157057662730240,125838347,Caracas,154,,,0,0,2
806,306,306,Thu May 28 23:59:01 +0000 2020,RT @MollyJongFast: I don’t understand how people are obsessing about a Biden Gaffe from last week and the president just said that he “beat…,1266157057172013057,437656569,,410,,,0,0,2
807,307,307,Thu May 28 23:59:00 +0000 2020,RT @catturd2: Joe Biden farted like a mountain gorilla eating pumpkin pie on live TV - and it was more intelligent than anything that has c…,1266157056521895937,720320967180877825,"Newport News,  VA",22638,,,0,0,3
808,308,308,Thu May 28 23:59:00 +0000 2020,RT @catturd2: Joe Biden farted like a mountain gorilla eating pumpkin pie on live TV - and it was more intelligent than anything that has c…,1266157056492331009,3436319476,"North Carolina, USA",3088,,,0,0,3
809,309,309,Thu May 28 23:59:00 +0000 2020,"RT @catturd2: Speaking of election interference. 

Why is Joe Biden in my timeline -when I don’t follow him and don’t give a damn what he h…",1266157056383504384,874763028,Texas,7470,,,0,0,2
810,310,310,Thu May 28 23:59:00 +0000 2020,RT @JRubinBlogger: agree - have long thought naming a Cabinet now gives added incentive to get rid of Trump  https://t.co/4as1k6T2HK,1266157055590772737,1037811199428231170,"Brunswick, OH",124,,,0,0,2
811,311,311,Thu May 28 23:59:00 +0000 2020,"RT @julie_kelly2: Biden, his son and plenty of campaign associates have long-standing ties to China. You know, a country that’s a legitimat…",1266157053388689409,934824404,"Illinois, USA",1543,,,0,0,2
812,312,312,Thu May 28 23:59:00 +0000 2020,"RT @BradBeauregardJ: @joncoopertweets @JoeBiden Joe Biden has respect, love and empathy for people with disabilities 

His opponent literal…",1266157052872851458,764629343813373952,"Woodside, NY",8447,,,0,0,3
813,313,313,Thu May 28 23:59:00 +0000 2020,"RT @jankybrain: These guys.  

HEY PATRIOTS!

Q doesn’t exist 
Michael Flynn is a fucking traitor. 
Biden will win 
Trump is a fucking crim…",1266157052742832129,1251300085410996224,"Wisconsin, USA",2163,,,0,0,2
814,314,314,Thu May 28 23:58:59 +0000 2020,"RT @TrumpWarRoom: What's Joe Biden’s latest op-ed about?

It's NOT about holding China accountable for the coronavirus. 

Beijing Biden is…",1266157052021428224,872865386185797632,,213,,,0,0,2
815,315,315,Thu May 28 23:58:59 +0000 2020,GOLDBERG: Biden will lean on a woman to energize his base https://t.co/9gi9NYtEva https://t.co/zCPvWQADBD,1266157051492909056,24700876,"365 Bloor St. E., Toronto, ON",319143,,,1,4,2
816,316,316,Thu May 28 23:58:59 +0000 2020,Hoe Biden is definitely selecting her as his running mate https://t.co/YNLBvQnaap,1266157049722748928,119959078,"Denver, CO",1885,,,0,0,2
817,317,317,Thu May 28 23:58:59 +0000 2020,"RT @RealJamesWoods: While Biden’s hidin’, the world marches on... #BasementBiden",1266157049634791424,870782044430753792,"Texas, USA",1929,,,0,0,2
818,318,318,Thu May 28 23:58:59 +0000 2020,"RT @Magnum_CK: Breaking News: Biden campaign seriously looking at Eric Swalwell to be female VP on Dem ticket.

Source: KFRT (with contribu…",1266157048888037376,4311982647,"Arizona, USA",3543,,,0,0,2
819,319,319,Thu May 28 23:58:59 +0000 2020,@mpowell53 @JackLydon63 @secupp @jaketapper @Mediaite Is it possible for the Democrats to replace Biden at the Conv… https://t.co/X5e1Br69lA,1266157048854728704,1216172391971377152,"Chicago, IL",13,,,0,0,2
820,320,320,Thu May 28 23:58:58 +0000 2020,@RepMaxineWaters @realDonaldTrump Wait. Klan?  When did Pres. Trump become a Dem.?  Have you forgotten the Democrat… https://t.co/DOhXHjlPgN,1266157047436853248,24696004,,11,,,0,0,2
821,321,321,Thu May 28 23:58:58 +0000 2020,"RT @julie_kelly2: This seems fairly straightforward. Since the media, Dems, NeverTrump, and half the country have no issue with using feder…",1266157046166142976,934824404,"Illinois, USA",1543,,,0,0,3
822,322,322,Thu May 28 23:58:58 +0000 2020,"RT @JoeBiden: Today, we learned that another 2.1 million people filed for unemployment last week, bringing the total number of new claims s…",1266157045834813440,4452187707,"Port Charlotte, FL",43,,,0,0,1
823,323,323,Thu May 28 23:58:58 +0000 2020,"RT @newsmax: EXCLUSIVE: Former presidential candidate @TulsiGabbard comments on her now-dropped lawsuit against Hillary Clinton, her though…",1266157045784252416,1065383760424652800,,22,,,0,0,2
824,324,324,Thu May 28 23:58:58 +0000 2020,As usual Montega is spot on. The MSM &amp;&lt; their Deepstate overlords create this type of obscene drama. Do we get a da… https://t.co/htpZvsIucp,1266157045746630656,842752552538058753,,488,,,0,0,3
825,325,325,Thu May 28 23:58:58 +0000 2020,"RT @duty2warn: In days leading to the impeachment, the media often reported he wanted Ukraine to open an investigation into Biden. No! He w…",1266157044782043137,864487498935787520,,28617,,,0,0,2
826,326,326,Thu May 28 23:58:58 +0000 2020,"RT @HawaiiDelilah: I am getting one of these, for sure.  I plan on wearing it when I go out with aviator sunglasses because the Biden look…",1266157044228333568,2934455345,,91,,,0,0,2
827,327,327,Thu May 28 23:58:57 +0000 2020,RT @funder: “Trump not wearing a mask “reminds me of the guys that I grew up with playing ball. They would walk around with a ball in their…,1266157043309662208,2505981229,,36,,,0,0,1
828,328,328,Thu May 28 23:58:57 +0000 2020,RT @funder: “Trump not wearing a mask “reminds me of the guys that I grew up with playing ball. They would walk around with a ball in their…,1266157042882002944,904909932,wisconsin,13831,,,0,0,1
829,329,329,Thu May 28 23:58:57 +0000 2020,RT @themaxburns: My latest for @Independent: @RealDonaldTrump's election-only messaging is going down in flames. He could be handing @JoeBi…,1266157042030374912,1514828017,,51,,,0,0,1
830,330,330,Thu May 28 23:58:57 +0000 2020,Blinding America to Joe Biden's evils was Obama's final gift. We cannot change our broken system without holding co… https://t.co/9N3PUB6CeT,1266157041938305025,586918186,,2153,,,0,9,3
831,331,331,Thu May 28 23:58:57 +0000 2020,RT @catturd2: Joe Biden farted like a mountain gorilla eating pumpkin pie on live TV - and it was more intelligent than anything that has c…,1266157041816608774,785849148,Colorado,2713,,,0,0,3
832,332,332,Thu May 28 23:58:57 +0000 2020,"RT @ChrisMurphyCT: Last June, Trump told Chinese President Xi in a private call that he would look the other way if Xi cracked down on Hong…",1266157041581568001,472530084,"Washington, USA",2908,,,0,0,1
833,333,333,Thu May 28 23:58:57 +0000 2020,@Dylammmmm Also voting Biden but already loathing every minute of it.,1266157041422303238,1053833669205549057,"Illinois, USA",6,,,0,0,2
834,334,334,Thu May 28 23:58:57 +0000 2020,Obama cannot wash away the sins of Joe Biden and his 90s crime bill. Would Trump be better than Biden going forward… https://t.co/tCYZln4Muc,1266157040923262976,586918186,,2153,,,0,4,1
835,335,335,Thu May 28 23:58:57 +0000 2020,"The lip service of these politicians wont stop the bullets from flying, wont stop the lungs from collapsing, wont e… https://t.co/tNAPikncr6",1266157039828467712,586918186,,2153,,,0,3,2
836,336,336,Thu May 28 23:58:56 +0000 2020,"So what next? Joe Biden would simply perpetuate our corrupt system. If it wasn't halted under Obama, what chance is… https://t.co/Y1SsGFOnh7",1266157038859694085,586918186,,2153,,,0,6,1
837,337,337,Thu May 28 23:58:56 +0000 2020,"RT @catturd2: Speaking of election interference. 

Why is Joe Biden in my timeline -when I don’t follow him and don’t give a damn what he h…",1266157038494760960,3215137791,"Ellicott City, MD",5,,,0,0,2
838,338,338,Thu May 28 23:58:56 +0000 2020,"RT @catturd2: Speaking of election interference. 

Why is Joe Biden in my timeline -when I don’t follow him and don’t give a damn what he h…",1266157037970436096,1062083519860629505,,1758,,,0,0,2
839,339,339,Thu May 28 23:58:56 +0000 2020,"RT @chris_g_pino: Holy moly, I just got elected Biden National Delegate!",1266157037039353856,996412303275937792,Texas,4654,,,0,0,2
840,340,340,Thu May 28 23:58:56 +0000 2020,"RT @TomFitton: Obama isn't above the law. Durham should question him and Biden and Clinton and Brennan and Rice and Comey, etc on #Obamagat…",1266157036862967808,1245687951779979264,,22,,,0,0,1
841,341,341,Thu May 28 23:58:56 +0000 2020,@joncoopertweets Joe Biden’s new campaign commercial! Turn up the volume https://t.co/dOJ1XrITI9,1266157036590465029,706494521224372224,"Jupiter Island, FL",50,,,0,0,2
842,342,342,Thu May 28 23:58:56 +0000 2020,"RT @kurteichenwald: ...Do us a favor though. Announce a Biden inquiry &amp; we'll stop withholding aid.

..Do us a favor though. End mail-in vo…",1266157036464570368,1239259704875814912,,0,,,0,0,2
843,343,343,Thu May 28 23:58:56 +0000 2020,"RT @ChrisMurphyCT: Last June, Trump told Chinese President Xi in a private call that he would look the other way if Xi cracked down on Hong…",1266157036351389701,898297421553336320,"Connecticut, USA",2767,,,0,0,1
844,344,344,Thu May 28 23:58:56 +0000 2020,"RT @DavidCornDC: SCOOP: We obtained documents showing that @RudyGiuliani, a GOP fundraiser, and a cannabis entrepreneur are trying to raise…",1266157035609042952,874357260876697601,"Wisconsin, USA",2998,,,0,0,2
845,345,345,Thu May 28 23:58:55 +0000 2020,"RT @DavidCornDC: SCOOP: We obtained documents showing that @RudyGiuliani, a GOP fundraiser, and a cannabis entrepreneur are trying to raise…",1266157034589822982,17850659,"Rhode Island, USA",92,,,0,0,2
846,346,346,Thu May 28 23:58:55 +0000 2020,Not Joe Biden trying to pretend he cares about Black lives,1266157032161390592,21448569,"Québec, Canada",1196,,,0,2,3
847,347,347,Thu May 28 23:58:54 +0000 2020,@Breaking911 Hunter Biden really let himself go.,1266157029762138112,1083551928821448710,Over The Target,50988,,,4,38,2
848,348,348,Thu May 28 23:58:54 +0000 2020,RT @bsmitch007: 50% chance that Joe Biden will vote for @realDonaldTrump in November by mistake.,1266157029481156608,1254731392375816192,51.213477 4.393114,158,,,0,0,2
849,349,349,Thu May 28 23:58:54 +0000 2020,@jsolomonReports Perhaps Hagel needs to read Robert Gates' book for another view on Biden's foreign policy knowledge.,1266157029334417408,268388142,,95,,,0,0,2
850,350,350,Thu May 28 23:58:54 +0000 2020,"RT @MichaelArt123: Joe Biden: Today, we learned that another 2.1 million people filed for unemployment last week, bringing the total number…",1266157029028253696,901885438000070657,"Florida, USA",5598,,,0,0,2
851,351,351,Thu May 28 23:58:54 +0000 2020,RT @catturd2: Joe Biden farted like a mountain gorilla eating pumpkin pie on live TV - and it was more intelligent than anything that has c…,1266157028717858816,554538807,"Coral Springs, FL",5018,,,0,0,3
