,created_at,text,user_followers_count,retweet_count,favorite_count,hashtags
83,2016-12-29,I'm so fucking drunk. Wtf,6410,0,0,[]
90,2016-12-29,RT @__naygwaup: I'm always up,1367,0,0,[]
106,2016-12-29,RT @RAIDERS: The focus is on Denver. #OAKvsDEN https://t.co/gvqruJnshJ,276,0,0,"[{'text': 'OAKvsDEN', 'indices': [37, 46]}]"
112,2016-12-29,@thunderlipstv I don't have itttt,433,0,0,[]
117,2016-12-29,I FORGOT TO POST SOEMTHONG TJSTVWAS REALLY FUNNY,6610,0,0,[]
123,2016-12-29,RT @queensseyxo: STOP WITH THE DOG https://t.co/EGz49IvYlZ,1713,0,0,[]
125,2016-12-29,RT @queensseyxo: STOP WITH THE DOG https://t.co/EGz49IvYlZ,1713,0,0,[]
137,2016-12-29,RT @ryuucae: starry tears #mysticmessenger https://t.co/4EQQQOotIe,305,0,0,"[{'text': 'mysticmessenger', 'indices': [26, 42]}]"
139,2016-12-29,10x #TeamSuperJunior Tam,0,0,0,"[{'text': 'TeamSuperJunior', 'indices': [4, 20]}]"
143,2016-12-29,RT @goddamnimglam: https://t.co/bWbfWxt4w5,149,0,0,[]
157,2016-12-29,RT @aikyan_bot: https://t.co/8TQ2H8NDAs,124,0,0,[]
163,2016-12-29,#porn #sex #boobs https://t.co/gNknoIQ4wU,125,0,0,"[{'text': 'porn', 'indices': [0, 5]}, {'text': 'sex', 'indices': [6, 10]}, {'text': 'boobs', 'indices': [11, 17]}]"
167,2016-12-29,help https://t.co/L0G45FBV84,148,0,0,[]
172,2016-12-29,"RT @Banat_Bisaya: Ka nang Crush nimo nga sendan kag FRIEND REQUEST,, ka nang pwde LOVE REQUEST lang?",87,0,0,[]
174,2016-12-29,@slimeman__ Jaskin from the blues?,1974,0,0,[]
179,2016-12-29,"RT @TMZ: Debbie Reynolds Dies at 84, Day After Daughter, Carrie Fisher. #RIP https://t.co/DFbIysZYQ1",415,0,0,"[{'text': 'RIP', 'indices': [72, 76]}]"
193,2016-12-29,CNN - TIGO B https://t.co/AxPrYzPQFt #Iam995Jamz #ListenLive,3816,0,0,"[{'text': 'Iam995Jamz', 'indices': [37, 48]}, {'text': 'ListenLive', 'indices': [49, 60]}]"
201,2016-12-29,"Live healthy and think healthy. Expect the best, prepare for the worst. Be your own savior.",136,0,0,[]
236,2016-12-29,RT @delafro_: Don't forget to burp him after he's done eating and to wipe his ass for him. So important!!!!!!! https://t.co/wos0Lwk88J,808,0,0,[]
240,2016-12-29,342 #TeamBTS,207,0,0,"[{'text': 'TeamBTS', 'indices': [4, 12]}]"
241,2016-12-29,Should I watch a Let's Play instead of going to sleep?,207,0,0,[]
244,2016-12-29,RT @Kylesgaming1: @ExoticSlxyEU @FAeshub @PS4CoDFAs @RETWEETDNR @RTDNR @NightRTs @RtwtKing @HyperRTs @FluxxRTs @OpTicRTweet DM me,2128,0,0,[]
247,2016-12-29,@VolunteerBernie This is stupider than George Bush 1 starting uprising in Iraq only to let them be gassed by illegal wep.s we sold to them.,147,0,0,[]
251,2016-12-29,MAY REGALO SAINYO SI BOSSING MAMAYA https://t.co/duT1VT3qxb,48316,0,0,[]
253,2016-12-29,"I found this awesome recording of ""Tyrone"" on #Smule: https://t.co/A9DlWZ2XP5 #SingKaraoke",486,0,0,"[{'text': 'Smule', 'indices': [46, 52]}, {'text': 'SingKaraoke', 'indices': [78, 90]}]"
259,2016-12-29,"RT @lilbibbyskeeper: me: I need to stop lurking for I get hurt
Also me: https://t.co/X4XpBNa1pH",1562,0,0,[]
261,2016-12-29,Snapshots: Azhar Ali's painful blow and Maddinson's struggles #Cricket https://t.co/V3tQ9V476Z,464,0,0,"[{'text': 'Cricket', 'indices': [62, 70]}]"
276,2016-12-29,what now,4,0,0,[]
277,2016-12-29,RT @AsYouNotWish: Retweet if you think that compulsive liar Rajdeep Sardesai has no right to be in journalism anymore. #DhulagarhRiots,115,0,0,"[{'text': 'DhulagarhRiots', 'indices': [119, 134]}]"
278,2016-12-29,275 #TeamGOT7,465,0,0,"[{'text': 'TeamGOT7', 'indices': [4, 13]}]"
295,2016-12-29,https://t.co/TmtGKnvyGh,634,0,0,[]
299,2016-12-29,RT @piercespears: 2016 was horrible but at least we got this https://t.co/KqsKnQxKAf,1383,0,0,[]
342,2016-12-29,sigh i lapar,475,0,0,[]
343,2016-12-29,RT @btchyclau: I feel exposed https://t.co/b5yyo4CbPK,259,0,0,[]
344,2016-12-29,#porn #sex #boobs https://t.co/LovZi1xIaN,99,0,0,"[{'text': 'porn', 'indices': [0, 5]}, {'text': 'sex', 'indices': [6, 10]}, {'text': 'boobs', 'indices': [11, 17]}]"
345,2016-12-29,Sometimes I need sarcasm to survive https://t.co/6hxDijM3qT,6469,0,0,[]
346,2016-12-29,"RT @StoneyDBrown: I no longer want to be around people who can't do for me what I can do for them, those days are over.",202,0,0,[]
350,2016-12-29,"RT @bubblestbh: person: *is genuinely interested in 
me*

me: https://t.co/FL3ceXI3iQ",13474,0,0,[]
353,2016-12-29,RT @TheseDamnWords: Huwag mo naman masyadong ipahalatang insecure ka.,37,0,0,[]
369,2016-12-29,@SugoiDesuNigga i have legit seen blacktric's selfie but didn't save it https://t.co/Q6jutPin71,179,0,0,[]
382,2016-12-29,eighty three #TeamBTS,3782,0,0,"[{'text': 'TeamBTS', 'indices': [13, 21]}]"
387,2016-12-29,https://t.co/w7cdppsJy9,232101,0,0,[]
389,2016-12-29,RT @sextgoalss: https://t.co/CqcBM66y9e,745,0,0,[]
390,2016-12-29,RT @tinybuddha: Be strong enough to let go and patient enough to wait for what you deserve. https://t.co/EsDjA75REe,199,0,0,[]
394,2016-12-29,RT @officialjaden: I Wanna Be Ryan Gosling For Christmas,87,0,0,[]
399,2016-12-29,Lions' Golden Tate to be featured in sports comedy series 'Here's the Rub' - https://t.co/tltH9RlEDx https://t.co/BHODVpfFAO #lions,2712,0,0,"[{'text': 'lions', 'indices': [125, 131]}]"
401,2016-12-29,@INTLROLEPLAY join @HOGWCRTSTWT and find ur members and friends here. o/,68,0,0,[]
410,2016-12-29,Gara-gara ini ngematiin auto-correct https://t.co/cBI4HV2gvU,420,0,0,[]
423,2016-12-29,"Cardi B ""Foreva"" (WSHH Exclusive - Official Music Video) https://t.co/0yxPaRQk1I via @YouTube",4563,0,0,[]
428,2016-12-29,"@ThreeDPat BTW I wouldnt be worrying about ""whites with guns"". Worry about your fellow negroids. https://t.co/susoeah0YM",90,0,0,[]
439,2016-12-29,"RT @AchieveThis: The top free apps of 2016, according to Apple (AAPL, FB, GOOG, GOOGL) https://t.co/7RGxISXnwg https://t.co/zpwRI4Zi9O",215,0,0,[]
443,2016-12-29,i know you ain't use to a country boy like me,1046,0,0,[]
455,2016-12-29,RT @BigSean: taking no L's in 2017,1503,0,0,[]
456,2016-12-29,"rdhnvvv Baik seperti informasi sebelumnya, iya, benar. SIlakan tunjukkan SMS konfirmasi penukaran POIN :) -Mey",4,0,0,[]
464,2016-12-29,"RT @ComedyWorIdStar: This is still the prettiest girl I've ever seen, even her laugh is pretty https://t.co/YFMhN1i6f6",365,0,0,[]
465,2016-12-29,RT @BJCMS: If you run into a gekko on cod. 1) he's like a 13 year old and star. 2) gets mad and doesn't talk. 3) hits you off possibly.,1447,0,0,[]
481,2016-12-29,Missed him :(,121,0,0,[]
494,2016-12-29,Mixed feelings about this photo https://t.co/dTaSPvBbbz,552,0,0,[]
496,2016-12-29,erfasmaulana   [3]  mode 4G/LTE only. -Nila,4,0,0,[]
498,2016-12-29,@FaZeRug ily man congrats tho,18,0,0,[]
500,2016-12-29,@KylaRican when? Where?,1157,0,0,[]
504,2016-12-29,Dumbass Uber drivers,333,0,0,[]
523,2016-12-29,@VecThaViperSaid lafiaji lon ki e https://t.co/8uQjGWItEb,5403,0,0,[]
529,2016-12-29,nerd girl with perfect body huge tits https://t.co/uVJkxu6jH2,793,0,0,[]
532,2016-12-29,"@faniarhwanhee I don't know what to call it either XDD;; um... ""attraction,"" maybe? Wwwww",288,0,0,[]
541,2016-12-29,RT @vanessavilla_: bs bs bs 2017 u better be good to us kasi tangina sukong suko na ko,490,0,0,[]
552,2016-12-29,@twcyeona culsii aku laper,8918,0,0,[]
555,2016-12-29,Seriously not even going to save it though.,462,0,0,[]
560,2016-12-29,"IndosatCare: chemikerarya Kak, signal yg muncul apa, lokasi detail (jl, rt/rw, kecamatan). Thx ^Nana",19,0,0,[]
563,2016-12-29,E #TeamBTS,0,0,0,"[{'text': 'TeamBTS', 'indices': [2, 10]}]"
565,2016-12-29,When You See It...... (Number Three Will Blow Your Mind) https://t.co/K68DhXaRQV,34221,0,0,[]
568,2016-12-29,@FaZeRug me watching your vid for today,383,0,0,[]
586,2016-12-29,ADIDAS NMD R1 PK TRI COLOR STRIPES WHITE SIZE 10.5 NEW AUTHENTIC BB2888 https://t.co/f7uiSrLf3h,2,0,0,[]
587,2016-12-29,2569  #BestNewsPk,33,0,0,"[{'text': 'BestNewsPk', 'indices': [6, 17]}]"
592,2016-12-29,Shh https://t.co/OHA0rBwzTw,2438,0,0,[]
598,2016-12-29,75  #TeamBTS #SOOMPIAWARDS,1470,0,0,"[{'text': 'TeamBTS', 'indices': [4, 12]}, {'text': 'SOOMPIAWARDS', 'indices': [13, 26]}]"
605,2016-12-29,alkjsdfdhfkjdf #TeamGOT7,100,0,0,"[{'text': 'TeamGOT7', 'indices': [15, 24]}]"
608,2016-12-29,The most disappointing game i bought this year was The Division!!! Waste of $,1501,0,0,[]
610,2016-12-29,"RT @ubermunster: If I were you, I'd read more carefully next time before reacting. Okay? Okay. #ALDUB76thWeeksary",552,0,0,"[{'text': 'ALDUB76thWeeksary', 'indices': [95, 113]}]"
614,2016-12-29,alkjsdfdhfkjdf #TeamGOT7,33,0,0,"[{'text': 'TeamGOT7', 'indices': [15, 24]}]"
615,2016-12-29,nope :( #TeamEXO https://t.co/sxdj3XgZth,41,0,0,"[{'text': 'TeamEXO', 'indices': [8, 16]}]"
617,2016-12-29,@THEMOINDIGO it felt like solid shit lmao. I shit you not,466,0,0,[]
625,2016-12-29,I don't want to leave you #TeamSuperJunior,29,0,0,"[{'text': 'TeamSuperJunior', 'indices': [26, 42]}]"
628,2016-12-29,@sunitasharma202 @ravimalhotra27 Bahut khoob surat alfaz.,1044,0,0,[]
635,2016-12-29,which is a better movie?,1438,0,0,[]
650,2016-12-29,"@irisrox03 @Nordstrom or check saks, because I got annoyed and ended up purchasing from them instead.",196,0,0,[]
654,2016-12-29,"@Ramadan_imad let me tell you, you are one vulgar human being my friend",1099,0,0,[]
665,2016-12-29,"RT @KardashianReact: ""your order has been shipped""

me: https://t.co/B2f86bjiJ8",271,0,0,[]
669,2016-12-29,"RT @Horacitu: Carrie Fisher died from a heart attack, and Debbie Reynolds died from a broken heart.",690,0,0,[]
690,2016-12-29,malakas talaga kutob ko na mag sisilantro nanaman kami eh hahahaha,185,0,0,[]
697,2016-12-29,Breakfast Line Cook https://t.co/d18LApG0RS,1139,0,0,[]
699,2016-12-29,RT @From1994_: Too 10 videos of 2016 https://t.co/tEQcxqisyy,978,0,0,[]
704,2016-12-29,RT @taeyeongifs: When will Tae have lit ass performances like this that arent at her own event? T_T https://t.co/VJimfJZwPS,291,0,0,[]
732,2016-12-29,Sinyal kenapa sih,232,0,0,[]
733,2016-12-29,RT @ronnijett14: MY FAMILY GOT ME. MY FRIENDS GOT ME. I GOT ME.,407,0,0,[]
735,2016-12-29,RT @SalAlFalasi: unaligned. https://t.co/1q4gLl2AHc,1784,0,0,[]
736,2016-12-29,RT @niftyvibe: https://t.co/p8kjBUD6RU,637,0,0,[]
737,2016-12-29,RT @BristolsBlog: Taylor Swift visits 96-year-old WW2 veteran/superfan - https://t.co/WeWBK2r1qk via @BristolsBlog,1017,0,0,[]
748,2016-12-29,RT @Judnikki: the hood will forever be the only true source of fashion.  https://t.co/lUlsYtMnxk,1351,0,0,[]
752,2016-12-29,u don't need nobody else i swear,2023,0,0,[]
754,2016-12-29,RT @bangtanmercury: #TeamBTS Jimin https://t.co/nMuFJqvNgE,378,0,0,"[{'text': 'TeamBTS', 'indices': [20, 28]}]"
762,2016-12-29,#porn #sex #boobs https://t.co/jHSXUSW5ev,78,0,0,"[{'text': 'porn', 'indices': [0, 5]}, {'text': 'sex', 'indices': [6, 10]}, {'text': 'boobs', 'indices': [11, 17]}]"
772,2016-12-29,RT @_Mike1300__: Fucc a nigga,2652,0,0,[]
773,2016-12-29,I'm a lil sad n a lot hungry,851,0,0,[]
778,2016-12-29,@xImHector @OoooooooopMj @fadedfumes @katyperry,223,0,0,[]
783,2016-12-29,#porn #sex #boobs https://t.co/GRurbNWq3U,106,0,0,"[{'text': 'porn', 'indices': [0, 5]}, {'text': 'sex', 'indices': [6, 10]}, {'text': 'boobs', 'indices': [11, 17]}]"
811,2016-12-29,RT @lemonyonce: @Joan_Rivers https://t.co/pkIZVQwsWm,1945,0,0,[]
18,2016-12-29,#Gorgeous Turnkey home in Tukwila for under $230! https://t.co/ioLEhtpWFq https://t.co/QTNyF6rzHG,6175,0,0,"[{'text': 'Gorgeous', 'indices': [0, 9]}]"
19,2016-12-29,Slide in my DMs and let's have a nice convo,683,0,0,[]
20,2016-12-29,RT @poemsposts: We had different versions of forever.,1096,0,0,[]
23,2016-12-29,@Yuchang_Hsu Hey check out my new video! https://t.co/hIuLL3ixFZ *Subscribe &amp; Follow*,1561,0,0,[]
24,2016-12-29,No vale dick,508,0,0,[]
25,2016-12-29,You appreciate food so much more when drunk.,54,0,0,[]
28,2016-12-29,RT @CrowdFundGurus: Meteorite #Jewellery Meteorite #Necklace #pendant #gifts JabberDuck https://t.co/ziS6xzIH7b https://t.co/FIcLI9WQ2S,48,0,0,"[{'text': 'Jewellery', 'indices': [30, 40]}, {'text': 'Necklace', 'indices': [51, 60]}, {'text': 'pendant', 'indices': [61, 69]}, {'text': 'gifts', 'indices': [70, 76]}]"
30,2016-12-29,https://t.co/0jjMeJahP4,486,0,0,[]
31,2016-12-29,DO MUSIC? GET VIP ACCESS to 100s of Promo and Submission Opportunities monthly with -&gt; https://t.co/MSD39Iqe95 https://t.co/p7MVpfEwMx,4723,0,0,[]
32,2016-12-29,@thuggalicious_ https://t.co/fy5zkotW4o,399,0,0,[]
38,2016-12-29,Vote44 #TeamEXO #TeamEXO #TeamEXO #TeamEXO #TeamEXO #TeamEXO #TeamEXO #TeamEXO #SOOMPIAWARDS,48,0,0,"[{'text': 'TeamEXO', 'indices': [7, 15]}, {'text': 'TeamEXO', 'indices': [16, 24]}, {'text': 'TeamEXO', 'indices': [25, 33]}, {'text': 'TeamEXO', 'indices': [34, 42]}, {'text': 'TeamEXO', 'indices': [43, 51]}, {'text': 'TeamEXO', 'indices': [52, 60]}, {'text': 'TeamEXO', 'indices': [61, 69]}, {'text': 'TeamEXO', 'indices': [70, 78]}, {'text': 'SOOMPIAWARDS', 'indices': [79, 92]}]"
39,2016-12-29,RT @xoxoshanta_: Goals for 2017: to be on my shit.,197,0,0,[]
45,2016-12-29,"@Pokemanaphy once I had old gatoraid that tasted  bitter, then tea that tasted like rotting peaches. To get the bad taste out I used koolaid",58,0,0,[]
47,2016-12-29,RT @FerrissQueller: Y'all better be on GODS list! https://t.co/mPio2ujW4n,1733,0,0,[]
57,2016-12-29,RT @romanrochelle: 23 &amp; blessed https://t.co/qBJej3NiBM,1354,0,0,[]
59,2016-12-29,Late night Rocky marathons #nothingbetter,793,0,0,"[{'text': 'nothingbetter', 'indices': [27, 41]}]"
64,2016-12-29,"Take ya boyfriend on a cute date, boys like being spoiled too",544,0,0,[]
71,2016-12-29,"rangga_asta [1] Terima kasih untuk data yang diberikan, informasi pemenang",32,0,0,[]
72,2016-12-29,RT @ronaIdbilius: an icon https://t.co/ARev3x8eu3,291,0,0,[]
76,2016-12-29,"RT @Madonnalicious_: Mom Hears Noises in the Ceiling, Finds a Man She Split with 12 Years Ago Living in Her Attic
https://t.co/zcMqOLPV5R",12148,0,0,[]
78,2016-12-29,Her niggas suck my dick if it's a problem https://t.co/vgSil3U1gM,2100,0,0,[]
79,2016-12-29,https://t.co/hMSiq3uE1w,1,0,0,[]
80,2016-12-29,RT @FENTYLOOK: https://t.co/pQuXqGB94F,2623,0,0,[]
85,2016-12-29,GEMES BET SUMPAH liat nct dream kayak bayi2 mungil:( gemeeees #TeamWINNER,1067,0,0,"[{'text': 'TeamWINNER', 'indices': [62, 73]}]"
101,2016-12-29,My uber driver chill as fuck yo who recommended this shit,546,0,0,[]
102,2016-12-29,RT @CODEINA_SPRITE: QEEE QEEEEEEEEEEEEEEEE https://t.co/ueslPDdyx8,415,0,0,[]
103,2016-12-29,nothing can stop ussss #TeamEXO,482,0,0,"[{'text': 'TeamEXO', 'indices': [23, 31]}]"
106,2016-12-29,Di nya deserve https://t.co/pfYUw1XdWX,265,0,0,[]
108,2016-12-29,"RT @Thunder_Digest: RT if you hate ISIS

Steven Adams #NBAVote",512,0,0,"[{'text': 'NBAVote', 'indices': [54, 62]}]"
113,2016-12-29,"Any potential? Or is it easier to criticize? That's right - look for any possible way to discredit; after all, it wasn't your original idea.",1,0,0,[]
115,2016-12-29,yuck,125,0,0,[]
118,2016-12-29,RT @RideShareBuzz: FREE #Uber ride #UberCode (up to $20). Sign up using link: https://t.co/zaayKiuV6x https://t.co/T9W9ZCc9lL,32,0,0,"[{'text': 'Uber', 'indices': [24, 29]}, {'text': 'UberCode', 'indices': [35, 44]}]"
120,2016-12-29,RT @Zackk_Evans: Shits never gonna change for you if you stay in your comfort zone,377,0,0,[]
121,2016-12-29,#porn #sex #boobs https://t.co/qfWTsY9vF9,309,0,0,"[{'text': 'porn', 'indices': [0, 5]}, {'text': 'sex', 'indices': [6, 10]}, {'text': 'boobs', 'indices': [11, 17]}]"
122,2016-12-29,Fuck no baabyy https://t.co/N0J5kngoH2,608,0,0,[]
124,2016-12-29,RT @ImAngelaPowers: Travis Scott - Beibs In The Trap  Feat. Nav  Video https://t.co/4XB2qIGjK1,20,0,0,[]
125,2016-12-29,so phaded I didn't think,1396,0,0,[]
130,2016-12-29,Telkomsel: rangga_asta [2] Pesta Akhir Tahun 2016 bisa dilihat pada link https://t.co/62CpIxazpE :) -Danil,7,0,0,[]
137,2016-12-29,adidas nmd https://t.co/Gw95qE5elr,13,0,0,[]
138,2016-12-29,Hiii.. Birdie (boywonderwho) :) https://t.co/5Q9NMj3Ttn,1246,0,0,[]
141,2016-12-29,RT @HayleeAnise: This. This is a DEMON https://t.co/Cmsi6wVwJj,362,0,0,[]
142,2016-12-29,"RT @ShowboatVines: What. A. Strike. 
https://t.co/NgNma3r1P4",144,0,0,[]
160,2016-12-29,RT @MME_LORD: Das that shit smh https://t.co/L2YXKJ82Sl,764,0,0,[]
166,2016-12-29,Yeeeeeeeeees https://t.co/JSufaQf1cW,194,0,0,[]
171,2016-12-29,@Jojo90538656 Hey check out my new video! https://t.co/FL1YnwGwKK *Subscribe &amp; Follow*,1561,0,0,[]
172,2016-12-29,"@taylorewilder @ChrisPietsch you're 100% right. I screwed that one up, and realized it too late. Too eager to get the tweet off",160,0,0,[]
173,2016-12-29,@PresidentWard lmaooooo he started doing high knees and I lost it.,6828,0,0,[]
174,2016-12-29,RT @tmgmofo: MY NIGGA 62 TODAY https://t.co/nKu78VAEk9,1603,0,0,[]
179,2016-12-29,"RT @TheFunniestLmao: Warning: If You Find A Coin Jammed In Your Car Door, This Is What It Is: https://t.co/tSbucsb6c0",39871,0,0,[]
181,2016-12-29,"RT @TheFunniestLmao: Warning: If You Find A Coin Jammed In Your Car Door, This Is What It Is: https://t.co/tSbucsb6c0",36900,0,0,[]
184,2016-12-29,@dylanchasee I (in pic) will completely destroy you with facts. https://t.co/ieduU0bmMJ,1036,0,0,[]
187,2016-12-29,LA County Supervisor Sheila Kuehl to join air quality board https://t.co/czS6xLSdFt https://t.co/r1X3FfI3Qq,12243,0,0,[]
188,2016-12-29,@morninggloria reactionary bullshit like this hurts my brain,165,0,0,[]
189,2016-12-29,"RT @KendrickLmar_: These Terrifying Photos From The Past Will Make You Question Everything Wrong With The World
https://t.co/MRksxuiPL3",19193,0,0,[]
203,2016-12-29,President Obama reportedly set to announce response to Russian election hacking https://t.co/TDDWAdfqq6 https://t.co/mQOAJeovMJ,794,0,0,[]
206,2016-12-29,edwinyuswandi Baik Bpk. Jika berkenan kami persilahkan Bpk mencoba aktivasi ulang menggunakan jaringan internet dr no hp terdaftar (cont),5,0,0,[]
215,2016-12-29,"Telkomsel: wahyudialdiano Tidak, Mas. Silakan mention baru sebanyak-banyaknya agar kesempatan menang lebih besar :) -Ria",5,0,0,[]
216,2016-12-29,"RT @PeggyInCHRIST: I AM the GOD of ABRAHAM the GOD of ISAAC and the GOD of JACOB  so HE is the GOD of the LIVING

 MATTHEW 22:32",203058,0,0,[]
218,2016-12-29,@DanScavino @StephenBannon @MichaelCohen212 @KellyannePolls @TomBossert @RudyGiuliani @GovMikeHuckabee @LouDobbs @seanhannity @GenFlynn &gt;,3128,0,0,[]
224,2016-12-29,@briyanalinda I have baby fever,1068,0,0,[]
225,2016-12-29,RT @siaburnt: @Sia i'm so glad u fired Team Sia &lt;3,747,0,0,[]
233,2016-12-29,"Build an Outhouse (Privy) with plans from 1909  https://t.co/KCXEG6gN38 

#preppers #lifeordeath #rush",50929,0,0,"[{'text': 'preppers', 'indices': [74, 83]}, {'text': 'lifeordeath', 'indices': [84, 96]}, {'text': 'rush', 'indices': [97, 102]}]"
238,2016-12-29,News: Reducing Inequality in the Trump Era https://t.co/7yku14KugU,5927,0,0,[]
241,2016-12-29,https://t.co/yfI54RWa7i,77,0,0,[]
244,2016-12-29,"My fitbit #Fitstats_en_US for 12/28/2016: 1,876 steps and 0.6 miles traveled. https://t.co/sFkdk9yIN2",24,0,0,"[{'text': 'Fitstats_en_US', 'indices': [10, 25]}]"
247,2016-12-29,Pending Home Sales Tumble As Surging Mortgage Rates Paralyze Housing Market | Zero Hedge https://t.co/xFJYKs0xtg,483,0,0,[]
253,2016-12-29,Actress Nanditha Swetha new images @IamNandithaRaj @ActressNanditha @proyuvraaj https://t.co/mUB6CODXV7,717,0,0,[]
255,2016-12-29,Porn Star Cocomi Naruse Collection https://t.co/8q69KVlNsW,138,0,0,[]
259,2016-12-29,@Amanda_luv_u it's a work of art.,534,0,0,[]
262,2016-12-29,https://t.co/rml8C5Vfwc,150,0,0,[]
267,2016-12-29,A little louder please https://t.co/6EbJMqhlSZ,402,0,0,[]
270,2016-12-29,RT @ViveTelecom: Popular on 500px : Cycle to the Sun by dimizoo #Travel with us @ https://t.co/pMuNC4TIyf https://t.co/DCKJHG1DHU,18175,0,0,"[{'text': 'Travel', 'indices': [64, 71]}]"
277,2016-12-29,RT @YaniHamba_: tidur brg ayah setiap malam yg begini selalu banyak gaya https://t.co/7s3BCkJTr8,86,0,0,[]
281,2016-12-29,"RT @Salvesayson: Sometimes the dreams that come true, are the dreams you never even knew you had. #ALDUB76thWeeksary",2319,0,0,"[{'text': 'ALDUB76thWeeksary', 'indices': [98, 116]}]"
282,2016-12-29,#porn #sex #boobs https://t.co/sWrdXwrBAo,117,0,0,"[{'text': 'porn', 'indices': [0, 5]}, {'text': 'sex', 'indices': [6, 10]}, {'text': 'boobs', 'indices': [11, 17]}]"
288,2016-12-29,"RT @homeboykian: rt for an account rate c:
Dont get butt hurt 
- @ 0/10
- bio 0/10
- layout 0/10
- ratio 0/10",1219,0,0,[]
300,2016-12-29,"https://t.co/YINeG89v5uAnd I'd argue police dogs are trained to mame and harm people, so what makes them different? Pain and suffering all",117,0,0,[]
302,2016-12-29,RT @kenji_tch: #2016Faves RT @swearboxdj: This is why the Internet was invented https://t.co/KICkGpAZAj,562,0,0,"[{'text': '2016Faves', 'indices': [15, 25]}]"
312,2016-12-29,RT @ThatsSarcasm: let me in ur friend group ill be that weird kid who occasionally says funny stuff and who nobody actually likes,255,0,0,[]
313,2016-12-29,RT @CREATIVE_GOLD: When she come home drunk as shit and you sober https://t.co/1HqI5oZojI,818,0,0,[]
321,2016-12-29,@DeeJaySeanG @NacktMusic no doubt. One of a kind. Gonna be stuck on that for a while,1505,0,0,[]
322,2016-12-29,XAUUSD - Bearish Bat Patter\u2026 $XAUUSD https://t.co/tb3GBbQven,6963,0,0,[]
323,2016-12-29,Trip to korea https://t.co/5f4CmEpJpJ,148,0,0,[]
327,2016-12-29,fav https://t.co/QATUBZVpgp,1397,0,0,[]
329,2016-12-29,I liked a @YouTube video https://t.co/7cZGUVnL85 The 1975 - Somebody Else (Official Video),774,0,0,[]
337,2016-12-29,@monicaseetharam @britneyspears your meet and greet pic is flawless,888,0,0,[]
341,2016-12-29,"RT @vmdnlv0308: Be a pineapple! Stand tall, wear a crown and be sweet on the inside.

MASBATEmbraces KISSES",38,0,0,[]
346,2016-12-29,RT @victorcorpuz001: @MaineOOTD @R_FAULKERSoN oht po wag kalimutan hehe #ALDUB76thWeeksary,520,0,0,"[{'text': 'ALDUB76thWeeksary', 'indices': [72, 90]}]"
350,2016-12-29,@Sapineuh lol,235,0,0,[]
354,2016-12-29,@eyakalonzo @loisvllnv kow utut mo hahahahaha,345,0,0,[]
358,2016-12-29,We've got the hottest #milfs #online right now waiting to #fuck... https://t.co/9C96IBR7Er https://t.co/ypZpWjSRRT,84,0,0,"[{'text': 'milfs', 'indices': [22, 28]}, {'text': 'online', 'indices': [29, 36]}, {'text': 'fuck', 'indices': [58, 63]}]"
359,2016-12-29,I honestly just wanna be held tight &amp; told that everything will be ok eventually..,1606,0,0,[]
383,2016-12-29,#erotic #sextoys #babes Click my user name  to view the image and get free sex toys https://t.co/Qz5AhWOwPg,66,0,0,"[{'text': 'erotic', 'indices': [0, 7]}, {'text': 'sextoys', 'indices': [8, 16]}, {'text': 'babes', 'indices': [17, 23]}]"
385,2016-12-29,I'm voting #TeamSuperJunior for Best Fandom in #SOOMPIAWARDS! Duaratus enam puluh sembilan!,1508,0,0,"[{'text': 'TeamSuperJunior', 'indices': [11, 27]}, {'text': 'SOOMPIAWARDS', 'indices': [47, 60]}]"
399,2016-12-29,"#TeamGOT7 #SOOMPIAWARDS 
that's what you get when you let your heart win",687,0,0,"[{'text': 'TeamGOT7', 'indices': [0, 9]}, {'text': 'SOOMPIAWARDS', 'indices': [10, 23]}]"
400,2016-12-29,$ehun  #TeamEXO,220,0,0,"[{'text': 'TeamEXO', 'indices': [7, 15]}]"
407,2016-12-29,@jaemieopseo https://t.co/sh1eat0Qz2,67,0,0,[]
409,2016-12-29,@GhostPanther @DougBenson never thought I'd say this but don king has the better hair,26,0,0,[]
411,2016-12-29,"RT @_RELATlONSHlP_: Ha, this is so cool, but it makes me feel OLD! https://t.co/rtJNTeiuJ8",437192,0,0,[]
414,2016-12-29,RT @piercespears: 2016 was horrible but at least we got this https://t.co/KqsKnQxKAf,426,0,0,[]
417,2016-12-29,"@ThousandDukes @BaitO9 
Because they play Tau",178,0,0,[]
418,2016-12-29,RT @HBfromKC: What kinda snitch ass Children of the Corn type shit.... https://t.co/9fCTyN7zp3,131,0,0,[]
419,2016-12-29,RT @Moviepicts: Jackie and Kelso https://t.co/jLbb6h4d1m,362,0,0,[]
426,2016-12-29,RT @Legendof_Eric: It's almost like y'all come on here trying to 1-up each other in a headass contest https://t.co/mN7jf1WOcd,2029,0,0,[]
431,2016-12-29,RT @_miraclejenkins: I give up on y'all dudes. Fuck it.,202,0,0,[]
435,2016-12-29,#NP on @ksjsfm: @vincestaples - Loco ft. @kilokish on #avibecalledwest https://t.co/hT20eENbj5,552,0,0,"[{'text': 'NP', 'indices': [0, 3]}, {'text': 'avibecalledwest', 'indices': [54, 70]}]"
